order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,Name Prefix,Gender,age,Customer Since,County,City,State,Zip,Region,Discount_Percent
100441352,01/02/2021,order_refunded,723567,KABQUI5A040B75B0AB7,2,70.0,70.0,0.0,70.0,Kids & Baby,cod,Valid,84322,2021,Feb-21,Mr.,M,40,6/16/1991,Orange,Bridge City,TX,77611,South,0.0
100441363,01/02/2021,complete,723582,BAGNOV5A2FDFCB2A7BC,2,115.0,115.0,0.0,115.0,Beauty & Grooming,cod,Net,84323,2021,Feb-21,Ms.,F,33,08/08/2006,Pemiscot,Hayti,MO,63851,Midwest,0.0
100451877,16/03/2021,canceled,742584,MEFPRI5A5470A133FB2-30,2,79.9,79.9,0.0,79.9,Men's Fashion,cod,Gross,84323,2021,Mar-21,Ms.,F,33,08/08/2006,Pemiscot,Hayti,MO,63851,Midwest,0.0
100451877,16/03/2021,canceled,742586,MEFMAR5A491BB5019DA,2,99.9,99.9,0.0,99.9,Men's Fashion,cod,Gross,84323,2021,Mar-21,Ms.,F,33,08/08/2006,Pemiscot,Hayti,MO,63851,Midwest,0.0
100451897,16/03/2021,complete,742634,MEFPRI5A5470A133FB2-30,2,79.9,79.9,0.0,79.9,Men's Fashion,cod,Net,84323,2021,Mar-21,Ms.,F,33,08/08/2006,Pemiscot,Hayti,MO,63851,Midwest,0.0
100451897,16/03/2021,complete,742636,WOFDEA5A7980D5619BF,2,89.9,89.9,0.0,89.9,Women's Fashion,cod,Net,84323,2021,Mar-21,Ms.,F,33,08/08/2006,Pemiscot,Hayti,MO,63851,Midwest,0.0
100441364,01/02/2021,complete,723583,KABPLA5A3A068252D13,2,12.5,12.5,0.0,12.5,Kids & Baby,cod,Net,84324,2021,Feb-21,Mr.,M,26,05/12/2010,Middlesex,Newton,MA,2162,Northeast,0.0
100441368,01/02/2021,received,723589,WOFSHO5A3234070EE1C,2,65.0,65.0,0.0,65.0,Women's Fashion,cod,Valid,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,0.0
100441368,01/02/2021,received,723590,WOFCLI59ACF444203D8,2,85.0,85.0,0.0,85.0,Women's Fashion,cod,Valid,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,0.0
100444722,12/02/2021,received,729177,BAGFT5A327292CE1C1,9,22.4,179.2,79.996,99.204,Beauty & Grooming,cod,Valid,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,44.640625
100444722,12/02/2021,received,729178,BAGCOS5A45E9736E2CA,5,40.5,162.0,79.996,82.004,Beauty & Grooming,cod,Valid,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,49.38024691
100444722,12/02/2021,received,729179,WOFLAL59AD30A907112,3,79.0,158.0,39.998,118.002,Women's Fashion,cod,Valid,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,25.31518987
100444722,12/02/2021,received,729180,WOFVST5A069D161B9C9,3,99.9,199.8,39.998,159.802,Women's Fashion,cod,Valid,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,20.01901902
100447657,28/02/2021,complete,734539,WOFLAL59F08F935F9DF,2,143.0,143.0,0.0,143.0,Women's Fashion,cod,Net,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,0.0
100447657,28/02/2021,complete,734540,WOFLAL59F08FCF60470,2,143.0,143.0,0.0,143.0,Women's Fashion,cod,Net,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,0.0
100447657,28/02/2021,complete,734541,WOFLAL59F08F8F4F706,2,143.0,143.0,0.0,143.0,Women's Fashion,cod,Net,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,0.0
100447657,28/02/2021,complete,734542,WOFLAL59F08F6D1D08E,2,143.0,143.0,0.0,143.0,Women's Fashion,cod,Net,58284,2021,Feb-21,Prof.,M,24,9/19/2013,Hillsborough,Tampa,FL,33635,South,0.0
100441386,01/02/2021,order_refunded,723624,BAGMAS59B64043ED47A,2,649.9,649.9,0.0,649.9,Beauty & Grooming,cod,Valid,84325,2021,Feb-21,Mr.,M,62,2/24/2016,Roanoke (city),Roanoke,VA,24035,South,0.0
100450290,08/03/2021,order_refunded,739169,BAGMAS59AC6F44ADA61,2,145.0,145.0,0.0,145.0,Beauty & Grooming,cod,Valid,84325,2021,Mar-21,Mr.,M,62,2/24/2016,Roanoke (city),Roanoke,VA,24035,South,0.0
100450290,08/03/2021,order_refunded,739170,BAGMAS59AC6F5E5D35D,2,95.0,95.0,0.0,95.0,Beauty & Grooming,cod,Valid,84325,2021,Mar-21,Mr.,M,62,2/24/2016,Roanoke (city),Roanoke,VA,24035,South,0.0
100441389,01/02/2021,complete,723629,MATCLI5A1EA38795E90,2,124.5,124.5,0.0,124.5,Mobiles & Tablets,cod,Net,84326,2021,Feb-21,Mr.,M,20,5/13/2002,Montcalm,Gowen,MI,49326,Midwest,0.0
100447545,27/02/2021,complete,734352,HALLAZ5A54960644847,2,139.9,139.9,0.0,139.9,Home & Living,cod,Net,84326,2021,Feb-21,Mr.,M,20,5/13/2002,Montcalm,Gowen,MI,49326,Midwest,0.0
100441394,01/02/2021,canceled,723635,BAGHED59D33F6BA737A,2,79.9,79.9,0.0,79.9,Beauty & Grooming,jazzvoucher,Gross,84327,2021,Feb-21,Ms.,F,41,5/31/2016,Minnehaha,Sioux Falls,SD,57106,Midwest,0.0
100441395,01/02/2021,complete,723636,BAGVAR5A0432D5B374A,2,110.0,110.0,0.0,110.0,Beauty & Grooming,cod,Net,84328,2021,Feb-21,Mr.,M,31,12/10/2016,Howard,Glasgow,MO,65254,Midwest,0.0
100441398,01/02/2021,canceled,723643,APPCAM59BA8ECFD444E,2,130.0,130.0,0.0,130.0,Appliances,Payaxis,Gross,84329,2021,Feb-21,Ms.,F,41,08/01/2012,Franklin,Mulkeytown,IL,62865,Midwest,0.0
100441399,01/02/2021,complete,723644,APPCAM59BA8ECFD444E,2,130.0,130.0,0.0,130.0,Appliances,Easypay,Net,84329,2021,Feb-21,Ms.,F,41,08/01/2012,Franklin,Mulkeytown,IL,62865,Midwest,0.0
100441400,01/02/2021,complete,723645,ENTVIZ59FAC395E979F,2,1835.0,1835.0,0.0,1835.0,Entertainment,Easypay,Net,84330,2021,Feb-21,Mr.,M,34,04/02/2012,Monroe,Albia,IA,52531,Midwest,0.0
100441402,01/02/2021,order_refunded,723648,MEFBNB59FC7504EE177-M,2,69.9,69.9,0.0,69.9,Men's Fashion,cod,Valid,39523,2021,Feb-21,Mrs.,F,24,06/02/2015,Cayuga,Cato,NY,13033,Northeast,0.0
100441402,01/02/2021,order_refunded,723650,MEFBNB59FC7504EE177-L,2,69.9,69.9,0.0,69.9,Men's Fashion,cod,Valid,39523,2021,Feb-21,Mrs.,F,24,06/02/2015,Cayuga,Cato,NY,13033,Northeast,0.0
100441403,01/02/2021,complete,723652,MEFATA59FB002B2D678-43,2,239.7,239.7,0.0,239.7,Men's Fashion,cod,Net,84331,2021,Feb-21,Prof.,M,57,04/02/2017,Prince George's,Southern Md Facility,MD,20797,South,0.0
100445834,18/02/2021,received,731396,MEFWIN59C38B5B05386,2,114.9,114.9,0.0,114.9,Men's Fashion,cod,Valid,84331,2021,Feb-21,Prof.,M,57,04/02/2017,Prince George's,Southern Md Facility,MD,20797,South,0.0
100445834,18/02/2021,received,731397,MEFDEA5A2A88AF51971-L,2,69.9,69.9,0.0,69.9,Men's Fashion,cod,Valid,84331,2021,Feb-21,Prof.,M,57,04/02/2017,Prince George's,Southern Md Facility,MD,20797,South,0.0
100441405,01/02/2021,complete,723655,APPWES5A04373B47D29,2,166.9,166.9,0.0,166.9,Appliances,cod,Net,84332,2021,Feb-21,Mr.,M,53,6/19/2013,Guilford,Colfax,NC,27235,South,0.0
100468252,01/04/2021,complete,767178,APPNAT5A8144BFDA10A,2,288.8,288.8,0.0,288.8,Appliances,cod,Net,84332,2021,Apr-21,Mr.,M,53,6/19/2013,Guilford,Colfax,NC,27235,South,0.0
100441408,01/02/2021,canceled,723662,BAGZEE5A38AEBEB0AAF,2,34.9,34.9,0.0,34.9,Beauty & Grooming,Easypay,Gross,10918,2021,Feb-21,Mrs.,F,75,03/07/2010,Cherokee,Centre,AL,35960,South,0.0
100441408,01/02/2021,canceled,723663,BAGKUR59AC794887A78,2,24.8,24.8,0.0,24.8,Beauty & Grooming,Easypay,Gross,10918,2021,Feb-21,Mrs.,F,75,03/07/2010,Cherokee,Centre,AL,35960,South,0.0
100441408,01/02/2021,canceled,723664,BAGZEE5A38AEAA4C88E,2,34.9,34.9,0.0,34.9,Beauty & Grooming,Easypay,Gross,10918,2021,Feb-21,Mrs.,F,75,03/07/2010,Cherokee,Centre,AL,35960,South,0.0
100441408,01/02/2021,canceled,723665,BAGFT5A327290B4142,2,28.0,28.0,0.0,28.0,Beauty & Grooming,Easypay,Gross,10918,2021,Feb-21,Mrs.,F,75,03/07/2010,Cherokee,Centre,AL,35960,South,0.0
100441408,01/02/2021,canceled,723666,BAGFT5A32729206DDD,2,77.0,77.0,0.0,77.0,Beauty & Grooming,Easypay,Gross,10918,2021,Feb-21,Mrs.,F,75,03/07/2010,Cherokee,Centre,AL,35960,South,0.0
100441411,01/02/2021,complete,723673,HALNAD59E0AAF0D2931,2,265.0,265.0,0.0,265.0,Home & Living,cod,Net,29256,2021,Feb-21,Dr.,M,31,06/01/2014,White,Springerton,IL,62887,Midwest,0.0
100441412,01/02/2021,complete,723674,MEFWIN5A263D6DC789C,2,54.9,54.9,0.0,54.9,Men's Fashion,cod,Net,84333,2021,Feb-21,Ms.,F,69,03/04/2017,Maury,Spring Hill,TN,37174,South,0.0
100441412,01/02/2021,complete,723675,MATNOK5A377763BD53D,2,19.5,19.5,0.0,19.5,Mobiles & Tablets,cod,Net,84333,2021,Feb-21,Ms.,F,69,03/04/2017,Maury,Spring Hill,TN,37174,South,0.0
100441412,01/02/2021,complete,723676,HALDAY5A0C6360737DF,2,19.3,19.3,0.0,19.3,Home & Living,cod,Net,84333,2021,Feb-21,Ms.,F,69,03/04/2017,Maury,Spring Hill,TN,37174,South,0.0
100441412,01/02/2021,complete,723677,HASTRE59AD37055080E,2,14.4,14.4,0.0,14.4,Health & Sports,cod,Net,84333,2021,Feb-21,Ms.,F,69,03/04/2017,Maury,Spring Hill,TN,37174,South,0.0
100441414,01/02/2021,order_refunded,723679,BAGMAS59AC6FBC3FD83,3,41.0,82.0,0.0,82.0,Beauty & Grooming,cod,Valid,84334,2021,Feb-21,Mrs.,F,30,2/20/2016,Knox,Abingdon,IL,61410,Midwest,0.0
100446159,19/02/2021,order_refunded,732010,BAGMAS59AC6F44ADA61,2,145.0,145.0,0.0,145.0,Beauty & Grooming,cod,Valid,84334,2021,Feb-21,Mrs.,F,30,2/20/2016,Knox,Abingdon,IL,61410,Midwest,0.0
100558353,16/09/2021,received,898578,BAGJUN59C10D0E2BCDC,2,223.875,223.875,0.0,223.875,Beauty & Grooming,cod,Valid,84334,2021,Sep-21,Mrs.,F,30,2/20/2016,Knox,Abingdon,IL,61410,Midwest,0.0
100441415,01/02/2021,complete,723680,COMSMA59DCCBC239A49,2,50.7,50.7,0.0,50.7,Computing,cod,Net,84335,2021,Feb-21,Mr.,M,39,3/29/1997,Union,Marshville,NC,28103,South,0.0
100441416,01/02/2021,complete,723681,MEFWIN59F01E3C57980-M,2,69.9,69.9,0.0,69.9,Men's Fashion,cod,Net,84336,2021,Feb-21,Hon.,M,55,3/16/2016,Lewis and Clark,Lincoln,MT,59639,West,0.0
100441417,01/02/2021,complete,723683,BAGDEA5A23FADA745DF,2,69.9,69.9,0.0,69.9,Beauty & Grooming,cod,Net,84337,2021,Feb-21,Dr.,M,50,3/25/2006,Volusia,Daytona Beach,FL,32114,South,0.0
100441417,01/02/2021,complete,723684,SHO5A32337E37627,2,55.0,55.0,0.0,55.0,Superstore,cod,Net,84337,2021,Feb-21,Dr.,M,50,3/25/2006,Volusia,Daytona Beach,FL,32114,South,0.0
100441418,01/02/2021,order_refunded,723685,MATSAM59DB758C26262,2,8177.0,8177.0,0.0,8177.0,Mobiles & Tablets,cod,Valid,84338,2021,Feb-21,Mr.,M,64,5/13/2013,Tarrant,Arlington,TX,76006,South,0.0
100441419,01/02/2021,complete,723686,BAGSHA59EDFF92A14B7,2,74.8,74.8,0.0,74.8,Beauty & Grooming,cod,Net,84339,2021,Feb-21,Mr.,M,58,03/02/2010,Maricopa,Tempe,AZ,85282,West,0.0
100441422,01/02/2021,order_refunded,723690,MATSHO59ADF7AF26562,2,100.0,100.0,0.0,100.0,Mobiles & Tablets,cod,Valid,84340,2021,Feb-21,Mrs.,F,62,03/01/2016,Box Elder,Portage,UT,84331,West,0.0
100444461,11/02/2021,order_refunded,728691,MATSHO59ADF7AF26562,2,100.0,100.0,0.0,100.0,Mobiles & Tablets,cod,Valid,84340,2021,Feb-21,Mrs.,F,62,03/01/2016,Box Elder,Portage,UT,84331,West,0.0
100446521,21/02/2021,complete,732621,MATHRT5A3A12794E419,2,87.5,87.5,0.0,87.5,Mobiles & Tablets,cod,Net,84340,2021,Feb-21,Mrs.,F,62,03/01/2016,Box Elder,Portage,UT,84331,West,0.0
100441424,01/02/2021,complete,723692,OTHVOU5A2A700D97537,2,200.0,200.0,0.0,200.0,Others,cod,Net,84341,2021,Feb-21,Ms.,F,44,10/21/1993,St. Louis,Saint Ann,MO,63074,Midwest,0.0
100441426,01/02/2021,order_refunded,723694,HASTEL59BAA586A5B2E,2,19.9,19.9,0.0,19.9,Health & Sports,cod,Valid,84342,2021,Feb-21,Mrs.,F,32,11/09/2012,Brunswick,Meredithville,VA,23873,South,0.0
100441426,01/02/2021,order_refunded,723695,HASHED59D38AAA508AE,2,17.9,17.9,0.0,17.9,Health & Sports,cod,Valid,84342,2021,Feb-21,Mrs.,F,32,11/09/2012,Brunswick,Meredithville,VA,23873,South,0.0
100444542,11/02/2021,order_refunded,728840,MEFWIN59CE3A715270E,2,119.9,119.9,0.0,119.9,Men's Fashion,cod,Valid,84342,2021,Feb-21,Mrs.,F,32,11/09/2012,Brunswick,Meredithville,VA,23873,South,0.0
100441428,01/02/2021,order_refunded,723697,MEG59AC418023632,2,254.3,254.3,0.0,254.3,Superstore,cod,Valid,84343,2021,Feb-21,Ms.,F,26,9/27/1994,Fulton,Atlanta,GA,30358,South,0.0
100441429,01/02/2021,canceled,723698,MATLEN59B7EA8CD9A54,2,742.3,742.3,0.0,742.3,Mobiles & Tablets,Easypay,Gross,84344,2021,Feb-21,Mr.,M,51,11/18/2011,Montgomery,Montgomery,AL,36196,South,0.0
100441430,01/02/2021,complete,723699,WOFNET5A2679ECCE308,2,84.0,84.0,0.0,84.0,Women's Fashion,cod,Net,84345,2021,Feb-21,Drs.,F,54,12/03/2010,Williamson,Austin,TX,78717,South,0.0
100441435,01/02/2021,order_refunded,723708,WOFDEA59CE22124A207-34,2,159.9,159.9,0.0,159.9,Women's Fashion,cod,Valid,84345,2021,Feb-21,Drs.,F,54,12/03/2010,Williamson,Austin,TX,78717,South,0.0
100442938,05/02/2021,complete,725915,WOFDEA59CE221A48E86-34,2,129.9,129.9,0.0,129.9,Women's Fashion,cod,Net,84345,2021,Feb-21,Drs.,F,54,12/03/2010,Williamson,Austin,TX,78717,South,0.0
100442943,05/02/2021,order_refunded,725929,WOFSAA59F17CC2D2CC5-M,2,180.0,180.0,0.0,180.0,Women's Fashion,cod,Valid,84345,2021,Feb-21,Drs.,F,54,12/03/2010,Williamson,Austin,TX,78717,South,0.0
100441431,01/02/2021,complete,723700,MATBIG59AC913C09C0B,2,72.0,72.0,0.0,72.0,Mobiles & Tablets,cod,Net,84346,2021,Feb-21,Mrs.,F,22,07/03/1997,Guernsey,Cambridge,OH,43725,Midwest,0.0
100441434,01/02/2021,canceled,723706,BAGHED59D33F84286E7,2,89.9,89.9,0.0,89.9,Beauty & Grooming,cod,Gross,84347,2021,Feb-21,Mrs.,F,38,2/24/2014,Herkimer,Van Hornesville,NY,13475,Northeast,0.0
100441434,01/02/2021,canceled,723707,BAGSCH5A013F5FDF3F6,2,41.2,41.2,0.0,41.2,Beauty & Grooming,cod,Gross,84347,2021,Feb-21,Mrs.,F,38,2/24/2014,Herkimer,Van Hornesville,NY,13475,Northeast,0.0
100441459,01/02/2021,received,723766,BAGSCH5A013F5FDF3F6,2,41.2,41.2,0.0,41.2,Beauty & Grooming,cod,Valid,84347,2021,Feb-21,Mrs.,F,38,2/24/2014,Herkimer,Van Hornesville,NY,13475,Northeast,0.0
100441459,01/02/2021,received,723767,BAGHED59D33F84286E7,2,89.9,89.9,0.0,89.9,Beauty & Grooming,cod,Valid,84347,2021,Feb-21,Mrs.,F,38,2/24/2014,Herkimer,Van Hornesville,NY,13475,Northeast,0.0
100441437,01/02/2021,complete,723711,MATWOR5A1FB31EC2B35,2,114.9,114.9,0.0,114.9,Mobiles & Tablets,cod,Net,16198,2021,Feb-21,Mr.,M,66,9/19/2015,Oakland,Royal Oak,MI,48068,Midwest,0.0
100441437,01/02/2021,complete,723712,MATBIS5A06C28E47950,2,12.5,12.5,0.0,12.5,Mobiles & Tablets,cod,Net,16198,2021,Feb-21,Mr.,M,66,9/19/2015,Oakland,Royal Oak,MI,48068,Midwest,0.0
100441438,01/02/2021,complete,723713,WOFXAR59ABA99ACED3F-40,2,119.9,119.9,0.0,119.9,Women's Fashion,cod,Net,84348,2021,Feb-21,Mr.,M,23,01/10/2017,Ouachita,Bearden,AR,71720,South,0.0
100441440,01/02/2021,canceled,723716,MEFAEY59F9A2D5A6127-44,2,19.9,19.9,0.0,19.9,Men's Fashion,Easypay,Gross,84349,2021,Feb-21,Hon.,M,63,10/19/2003,Huntington,Andrews,IN,46702,Midwest,0.0
100441440,01/02/2021,canceled,723718,MEFAEY59F9A2D6C91D7-44,2,19.9,19.9,0.0,19.9,Men's Fashion,Easypay,Gross,84349,2021,Feb-21,Hon.,M,63,10/19/2003,Huntington,Andrews,IN,46702,Midwest,0.0
100441441,01/02/2021,complete,723720,MEFAEY59F9A2D5A6127-44,2,19.9,19.9,0.0,19.9,Men's Fashion,cod,Net,84349,2021,Feb-21,Hon.,M,63,10/19/2003,Huntington,Andrews,IN,46702,Midwest,0.0
100441441,01/02/2021,complete,723722,MEFAEY59F9A2D6C91D7-44,2,19.9,19.9,0.0,19.9,Men's Fashion,cod,Net,84349,2021,Feb-21,Hon.,M,63,10/19/2003,Huntington,Andrews,IN,46702,Midwest,0.0
100441442,01/02/2021,complete,723724,MATSAM5A3777727D2BE,11,7.5,75.0,0.0,75.0,Mobiles & Tablets,cod,Net,84350,2021,Feb-21,Mr.,M,36,8/24/2013,Berks,Reading,PA,19606,Northeast,0.0
100441442,01/02/2021,complete,723725,MATUMW5A3A3654A3121,11,9.9,99.0,0.0,99.0,Mobiles & Tablets,cod,Net,84350,2021,Feb-21,Mr.,M,36,8/24/2013,Berks,Reading,PA,19606,Northeast,0.0
